Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27
22 Feb 2019 00:00:00.000,-360182.9942,-45532.469,13887.13669,   0.057336,  -1.006413,  -0.394574,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 00:15:00.000,-360130.166489, -46438.080092,  13531.974893,   0.060046,  -1.006049,  -0.394672,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 00:30:00.000,-360074.900300, -47343.360684,  13176.725936,   0.062755,  -1.005678,  -0.394767,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 00:45:00.000,-360017.196947, -48248.304728,  12821.392271,   0.065462,  -1.005301,  -0.394860,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 01:00:00.000,-359957.057782, -49152.906187,  12465.976357,   0.068168,  -1.004917,  -0.394950,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 01:15:00.000,-359894.484174, -50057.159034,  12110.480648,   0.070872,  -1.004526,  -0.395037,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 01:30:00.000,-359829.477511, -50961.057249,  11754.907598,   0.073574,  -1.004129,  -0.395122,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 01:45:00.000,-359762.039200, -51864.594820,  11399.259660,   0.076275,  -1.003725,  -0.395204,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 02:00:00.000,-359692.170665, -52767.765743,  11043.539285,   0.078975,  -1.003314,  -0.395283,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 02:15:00.000,-359619.873350, -53670.564020,  10687.748922,   0.081673,  -1.002897,  -0.395359,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 02:30:00.000,-359545.148716, -54572.983664,  10331.891020,   0.084369,  -1.002473,  -0.395433,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 02:45:00.000,-359467.998242, -55475.018694,   9975.968026,   0.087063,  -1.002042,  -0.395504,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 03:00:00.000,-359388.423427, -56376.663137,   9619.982384,   0.089756,  -1.001605,  -0.395572,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 03:15:00.000,-359306.425786, -57277.911031,   9263.936539,   0.092447,  -1.001161,  -0.395638,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 03:30:00.000,-359222.006853, -58178.756417,   8907.832933,   0.095137,  -1.000710,  -0.395701,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 03:45:00.000,-359135.168181, -59079.193350,   8551.674005,   0.097825,  -1.000253,  -0.395761,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 04:00:00.000,-359045.911338, -59979.215889,   8195.462196,   0.100511,  -0.999790,  -0.395818,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 04:15:00.000,-358954.237914, -60878.818103,   7839.199941,   0.103195,  -0.999319,  -0.395873,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 04:30:00.000,-358860.149514, -61777.994069,   7482.889678,   0.105877,  -0.998842,  -0.395925,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 04:45:00.000,-358763.647761, -62676.737873,   7126.533840,   0.108558,  -0.998359,  -0.395974,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 05:00:00.000,-358664.734297, -63575.043609,   6770.134858,   0.111237,  -0.997869,  -0.396021,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 05:15:00.000,-358563.410781, -64472.905381,   6413.695164,   0.113913,  -0.997372,  -0.396064,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 05:30:00.000,-358459.678891, -65370.317298,   6057.217187,   0.116588,  -0.996869,  -0.396106,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 05:45:00.000,-358353.540319, -66267.273482,   5700.703352,   0.119262,  -0.996360,  -0.396144,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 06:00:00.000,-358244.996779, -67163.768060,   5344.156087,   0.121933,  -0.995843,  -0.396180,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 06:15:00.000,-358134.050001, -68059.795170,   4987.577812,   0.124602,  -0.995321,  -0.396213,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 06:30:00.000,-358020.701730, -68955.348959,   4630.970952,   0.127269,  -0.994792,  -0.396244,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 06:45:00.000,-357904.953733, -69850.423580,   4274.337924,   0.129935,  -0.994256,  -0.396271,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 07:00:00.000,-357786.807790, -70745.013198,   3917.681146,   0.132598,  -0.993714,  -0.396296,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 07:15:00.000,-357666.265701, -71639.111986,   3561.003036,   0.135260,  -0.993165,  -0.396319,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 07:30:00.000,-357543.329283, -72532.714125,   3204.306005,   0.137919,  -0.992610,  -0.396338,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 07:45:00.000,-357418.000370, -73425.813806,   2847.592467,   0.140576,  -0.992049,  -0.396355,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 08:00:00.000,-357290.280811, -74318.405229,   2490.864831,   0.143232,  -0.991481,  -0.396370,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 08:15:00.000,-357160.172477, -75210.482602,   2134.125506,   0.145885,  -0.990906,  -0.396381,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 08:30:00.000,-357027.677251, -76102.040144,   1777.376896,   0.148536,  -0.990325,  -0.396390,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 08:45:00.000,-356892.797037, -76993.072082,   1420.621407,   0.151185,  -0.989738,  -0.396397,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 09:00:00.000,-356755.533752, -77883.572652,   1063.861439,   0.153831,  -0.989145,  -0.396400,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 09:15:00.000,-356615.889335, -78773.536100,,707.099393,   0.156476,  -0.988545,  -0.396401,,,,,,,,,,,,,,,,,,,
22 Feb 2019 09:30:00.000,-356473.865737, -79662.956681,,350.337667,   0.159118,  -0.987938,  -0.396400,,,,,,,,,,,,,,,,,,,
22 Feb 2019 09:45:00.000,-356329.464929, -80551.828659,, -6.421345,   0.161759,  -0.987326,  -0.396395,,,,,,,,,,,,,,,,,,,
22 Feb 2019 10:00:00.000,-356182.688897, -81440.146309,   -363.175249,   0.164397,  -0.986706,  -0.396388,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 10:15:00.000,-356033.539645, -82327.903913,   -719.921654,   0.167033,  -0.986081,  -0.396379,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 10:30:00.000,-355882.019192, -83215.095764,  -1076.658170,   0.169666,  -0.985449,  -0.396366,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 10:45:00.000,-355728.129577, -84101.716165,  -1433.382411,   0.172297,  -0.984811,  -0.396351,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 11:00:00.000,-355571.872851, -84987.759427,  -1790.091993,   0.174926,  -0.984167,  -0.396334,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 11:15:00.000,-355413.251085, -85873.219872,  -2146.784534,   0.177553,  -0.983516,  -0.396313,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 11:30:00.000,-355252.266365, -86758.091832,  -2503.457653,   0.180177,  -0.982859,  -0.396290,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 11:45:00.000,-355088.920794, -87642.369647,  -2860.108972,   0.182799,  -0.982196,  -0.396265,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 12:00:00.000,-354923.216491, -88526.047667,  -3216.736117,   0.185419,  -0.981526,  -0.396237,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 12:15:00.000,-354755.155592, -89409.120254,  -3573.336713,   0.188036,  -0.980850,  -0.396206,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 12:30:00.000,-354584.740247, -90291.581777,  -3929.908392,   0.190651,  -0.980168,  -0.396172,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 12:45:00.000,-354411.972625, -91173.426617,  -4286.448784,   0.193263,  -0.979480,  -0.396136,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 13:00:00.000,-354236.854910, -92054.649164,  -4642.955524,   0.195873,  -0.978785,  -0.396098,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 13:15:00.000,-354059.389302, -92935.243817,  -4999.426247,   0.198481,  -0.978085,  -0.396056,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 13:30:00.000,-353879.578018, -93815.204987,  -5355.858594,   0.201086,  -0.977378,  -0.396012,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 13:45:00.000,-353697.423289, -94694.527094,  -5712.250205,   0.203689,  -0.976664,  -0.395966,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 14:00:00.000,-353512.927363, -95573.204567,  -6068.598725,   0.206289,  -0.975945,  -0.395917,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 14:15:00.000,-353326.092505, -96451.231848,  -6424.901799,   0.208886,  -0.975220,  -0.395865,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 14:30:00.000,-353136.920994, -97328.603386,  -6781.157078,   0.211481,  -0.974488,  -0.395810,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 14:45:00.000,-352945.415126, -98205.313642,  -7137.362212,   0.214074,  -0.973750,  -0.395753,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 15:00:00.000,-352751.577212, -99081.357086,  -7493.514855,   0.216664,  -0.973006,  -0.395694,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 15:15:00.000,-352555.409580, -99956.728200,  -7849.612664,   0.219251,  -0.972256,  -0.395632,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 15:30:00.000,-352356.914572,-100831.421475,  -8205.653299,   0.221836,  -0.971500,  -0.395567,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 15:45:00.000,-352156.094546,-101705.431413,  -8561.634421,   0.224418,  -0.970737,  -0.395499,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 16:00:00.000,-351952.951876,-102578.752525,  -8917.553694,   0.226997,  -0.969969,  -0.395429,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 16:15:00.000,-351747.488951,-103451.379333,  -9273.408786,   0.229574,  -0.969195,  -0.395357,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 16:30:00.000,-351539.708176,-104323.306372,  -9629.197367,   0.232148,  -0.968414,  -0.395282,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 16:45:00.000,-351329.611971,-105194.528183,  -9984.917109,   0.234719,  -0.967627,  -0.395204,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 17:00:00.000,-351117.202770,-106065.039322, -10340.565687,   0.237288,  -0.966835,  -0.395123,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 17:15:00.000,-350902.483025,-106934.834351, -10696.140780,   0.239854,  -0.966036,  -0.395040,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 17:30:00.000,-350685.455200,-107803.907847, -11051.640067,   0.242417,  -0.965231,  -0.394955,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 17:45:00.000,-350466.121778,-108672.254394, -11407.061233,   0.244977,  -0.964421,  -0.394867,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 18:00:00.000,-350244.485253,-109539.868589, -11762.401963,   0.247535,  -0.963604,  -0.394776,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 18:15:00.000,-350020.548137,-110406.745038, -12117.659947,   0.250090,  -0.962781,  -0.394683,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 18:30:00.000,-349794.312955,-111272.878360, -12472.832877,   0.252642,  -0.961952,  -0.394587,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 18:45:00.000,-349565.782248,-112138.263182, -12827.918446,   0.255191,  -0.961118,  -0.394489,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 19:00:00.000,-349334.958572,-113002.894144, -13182.914354,   0.257737,  -0.960277,  -0.394388,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 19:15:00.000,-349101.844498,-113866.765896, -13537.818299,   0.260281,  -0.959431,  -0.394284,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 19:30:00.000,-348866.442610,-114729.873097, -13892.627986,   0.262821,  -0.958578,  -0.394178,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 19:45:00.000,-348628.755508,-115592.210421, -14247.341120,   0.265359,  -0.957720,  -0.394070,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 20:00:00.000,-348388.785807,-116453.772549, -14601.955411,   0.267894,  -0.956856,  -0.393959,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 20:15:00.000,-348146.536136,-117314.554175, -14956.468571,   0.270425,  -0.955985,  -0.393845,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 20:30:00.000,-347902.009138,-118174.550003, -15310.878315,   0.272954,  -0.955109,  -0.393729,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 20:45:00.000,-347655.207472,-119033.754749, -15665.182360,   0.275480,  -0.954227,  -0.393610,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 21:00:00.000,-347406.133811,-119892.163139, -16019.378428,   0.278003,  -0.953340,  -0.393489,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 21:15:00.000,-347154.790840,-120749.769911, -16373.464243,   0.280523,  -0.952446,  -0.393365,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 21:30:00.000,-346901.181262,-121606.569813, -16727.437531,   0.283040,  -0.951547,  -0.393239,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 21:45:00.000,-346645.307792,-122462.557606, -17081.296023,   0.285554,  -0.950641,  -0.393110,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 22:00:00.000,-346387.173159,-123317.728059, -17435.037452,   0.288065,  -0.949730,  -0.392979,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 22:15:00.000,-346126.780107,-124172.075956, -17788.659554,   0.290573,  -0.948814,  -0.392845,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 22:30:00.000,-345864.131394,-125025.596089, -18142.160068,   0.293077,  -0.947891,  -0.392709,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 22:45:00.000,-345599.229792,-125878.283262, -18495.536736,   0.295579,  -0.946962,  -0.392570,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 23:00:00.000,-345332.078087,-126730.132293, -18848.787305,   0.298078,  -0.946028,  -0.392428,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 23:15:00.000,-345062.679079,-127581.138006, -19201.909522,   0.300573,  -0.945088,  -0.392285,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 23:30:00.000,-344791.035581,-128431.295242, -19554.901139,   0.303065,  -0.944143,  -0.392138,,,,,,,,,,,,,,,,,,,,
22 Feb 2019 23:45:00.000,-344517.150421,-129280.598850, -19907.759912,   0.305555,  -0.943192,  -0.391989,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 00:00:00.000,-344241.026439,-130129.043693, -20260.483598,   0.308041,  -0.942234,  -0.391838,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 00:15:00.000,-343962.666492,-130976.624639, -20613.069959,   0.310523,  -0.941272,  -0.391684,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 00:30:00.000,-343682.073448,-131823.336574, -20965.516759,   0.313003,  -0.940303,  -0.391528,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 00:45:00.000,-343399.250188,-132669.174394, -21317.821766,   0.315479,  -0.939329,  -0.391369,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 01:00:00.000,-343114.199609,-133514.133006, -21669.982751,   0.317953,  -0.938350,  -0.391208,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 01:15:00.000,-342826.924619,-134358.207328, -22021.997488,   0.320422,  -0.937364,  -0.391044,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 01:30:00.000,-342537.428141,-135201.392289, -22373.863754,   0.322889,  -0.936373,  -0.390878,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 01:45:00.000,-342245.713112,-136043.682832, -22725.579331,   0.325353,  -0.935377,  -0.390709,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 02:00:00.000,-341951.782480,-136885.073909, -23077.142003,   0.327813,  -0.934374,  -0.390538,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 02:15:00.000,-341655.639208,-137725.560485, -23428.549556,   0.330270,  -0.933367,  -0.390365,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 02:30:00.000,-341357.286271,-138565.137536, -23779.799782,   0.332723,  -0.932353,  -0.390189,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 02:45:00.000,-341056.726659,-139403.800051, -24130.890475,   0.335173,  -0.931334,  -0.390010,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 03:00:00.000,-340753.963374,-140241.543028, -24481.819431,   0.337620,  -0.930310,  -0.389829,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 03:15:00.000,-340448.999430,-141078.361479, -24832.584453,   0.340064,  -0.929280,  -0.389646,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 03:30:00.000,-340141.837856,-141914.250427, -25183.183343,   0.342504,  -0.928244,  -0.389460,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 03:45:00.000,-339832.481691,-142749.204907, -25533.613911,   0.344940,  -0.927203,  -0.389272,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 04:00:00.000,-339520.933991,-143583.219966, -25883.873966,   0.347374,  -0.926157,  -0.389081,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 04:15:00.000,-339207.197821,-144416.290661, -26233.961323,   0.349804,  -0.925105,  -0.388888,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 04:30:00.000,-338891.276262,-145248.412063, -26583.873800,   0.352230,  -0.924047,  -0.388692,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 04:45:00.000,-338573.172404,-146079.579254, -26933.609218,   0.354653,  -0.922984,  -0.388494,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 05:00:00.000,-338252.889352,-146909.787327, -27283.165402,   0.357073,  -0.921916,  -0.388294,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 05:15:00.000,-337930.430225,-147739.031389, -27632.540181,   0.359489,  -0.920842,  -0.388091,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 05:30:00.000,-337605.798151,-148567.306557, -27981.731385,   0.361902,  -0.919763,  -0.387886,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 05:45:00.000,-337278.996272,-149394.607961, -28330.736851,   0.364311,  -0.918678,  -0.387679,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 06:00:00.000,-336950.027744,-150220.930741, -28679.554417,   0.366716,  -0.917588,  -0.387469,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 06:15:00.000,-336618.895734,-151046.270052, -29028.181926,   0.369119,  -0.916493,  -0.387256,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 06:30:00.000,-336285.603420,-151870.621059, -29376.617223,   0.371517,  -0.915392,  -0.387041,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 06:45:00.000,-335950.153995,-152693.978940, -29724.858157,   0.373912,  -0.914286,  -0.386824,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 07:00:00.000,-335612.550661,-153516.338883, -30072.902582,   0.376304,  -0.913174,  -0.386605,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 07:15:00.000,-335272.796636,-154337.696090, -30420.748354,   0.378691,  -0.912057,  -0.386383,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 07:30:00.000,-334930.895147,-155158.045776, -30768.393334,   0.381076,  -0.910935,  -0.386159,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 07:45:00.000,-334586.849433,-155977.383164, -31115.835385,   0.383456,  -0.909808,  -0.385932,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 08:00:00.000,-334240.662748,-156795.703494, -31463.072374,   0.385833,  -0.908675,  -0.385703,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 08:15:00.000,-333892.338355,-157613.002015, -31810.102173,   0.388207,  -0.907537,  -0.385471,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 08:30:00.000,-333541.879530,-158429.273989, -32156.922655,   0.390577,  -0.906394,  -0.385238,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 08:45:00.000,-333189.289561,-159244.514690, -32503.531701,   0.392943,  -0.905245,  -0.385002,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 09:00:00.000,-332834.571746,-160058.719404, -32849.927191,   0.395305,  -0.904092,  -0.384763,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 09:15:00.000,-332477.729397,-160871.883431, -33196.107011,   0.397664,  -0.902933,  -0.384522,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 09:30:00.000,-332118.765836,-161684.002080, -33542.069050,   0.400019,  -0.901769,  -0.384279,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 09:45:00.000,-331757.684399,-162495.070674, -33887.811202,   0.402370,  -0.900599,  -0.384034,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 10:00:00.000,-331394.488430,-163305.084549, -34233.331363,   0.404718,  -0.899425,  -0.383786,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 10:15:00.000,-331029.181288,-164114.039052, -34578.627434,   0.407062,  -0.898245,  -0.383536,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 10:30:00.000,-330661.766340,-164921.929542, -34923.697318,   0.409402,  -0.897060,  -0.383283,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 10:45:00.000,-330292.246967,-165728.751393, -35268.538925,   0.411738,  -0.895870,  -0.383028,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 11:00:00.000,-329920.626561,-166534.499987, -35613.150165,   0.414071,  -0.894675,  -0.382771,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 11:15:00.000,-329546.908524,-167339.170721, -35957.528954,   0.416400,  -0.893475,  -0.382512,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 11:30:00.000,-329171.096270,-168142.759005, -36301.673211,   0.418725,  -0.892270,  -0.382250,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 11:45:00.000,-328793.193224,-168945.260259, -36645.580859,   0.421046,  -0.891059,  -0.381986,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 12:00:00.000,-328413.202822,-169746.669917, -36989.249826,   0.423363,  -0.889844,  -0.381720,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 12:15:00.000,-328031.128511,-170546.983425, -37332.678041,   0.425677,  -0.888624,  -0.381451,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 12:30:00.000,-327646.973750,-171346.196242, -37675.863440,   0.427986,  -0.887398,  -0.381180,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 12:45:00.000,-327260.742008,-172144.303838, -38018.803960,   0.430292,  -0.886168,  -0.380907,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 13:00:00.000,-326872.436764,-172941.301696, -38361.497543,   0.432594,  -0.884932,  -0.380631,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 13:15:00.000,-326482.061510,-173737.185312, -38703.942136,   0.434892,  -0.883691,  -0.380354,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 13:30:00.000,-326089.619746,-174531.950194, -39046.135689,   0.437186,  -0.882446,  -0.380074,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 13:45:00.000,-325695.114987,-175325.591862, -39388.076154,   0.439477,  -0.881195,  -0.379791,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 14:00:00.000,-325298.550753,-176118.105850, -39729.761491,   0.441763,  -0.879940,  -0.379507,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 14:15:00.000,-324899.930579,-176909.487702, -40071.189659,   0.444045,  -0.878680,  -0.379220,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 14:30:00.000,-324499.258010,-177699.732978, -40412.358625,   0.446324,  -0.877414,  -0.378931,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 14:45:00.000,-324096.536599,-178488.837246, -40753.266358,   0.448598,  -0.876144,  -0.378639,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 15:00:00.000,-323691.769911,-179276.796090, -41093.910830,   0.450869,  -0.874869,  -0.378346,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 15:15:00.000,-323284.961523,-180063.605107, -41434.290020,   0.453136,  -0.873589,  -0.378050,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 15:30:00.000,-322876.115020,-180849.259902, -41774.401907,   0.455398,  -0.872304,  -0.377752,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 15:45:00.000,-322465.233997,-181633.756098, -42114.244478,   0.457657,  -0.871014,  -0.377451,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 16:00:00.000,-322052.322062,-182417.089327, -42453.815721,   0.459911,  -0.869720,  -0.377149,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 16:15:00.000,-321637.382831,-183199.255235, -42793.113628,   0.462162,  -0.868420,  -0.376844,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 16:30:00.000,-321220.419930,-183980.249480, -43132.136198,   0.464408,  -0.867116,  -0.376537,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 16:45:00.000,-320801.436996,-184760.067733, -43470.881430,   0.466651,  -0.865807,  -0.376227,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 17:00:00.000,-320380.437676,-185538.705677, -43809.347329,   0.468889,  -0.864493,  -0.375916,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 17:15:00.000,-319957.425627,-186316.159010, -44147.531905,   0.471123,  -0.863174,  -0.375602,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 17:30:00.000,-319532.404514,-187092.423438, -44485.433169,   0.473354,  -0.861851,  -0.375286,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 17:45:00.000,-319105.378014,-187867.494684, -44823.049140,   0.475580,  -0.860523,  -0.374968,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 18:00:00.000,-318676.349815,-188641.368482, -45160.377837,   0.477802,  -0.859190,  -0.374648,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 18:15:00.000,-318245.323610,-189414.040577, -45497.417286,   0.480020,  -0.857852,  -0.374326,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 18:30:00.000,-317812.303107,-190185.506731, -45834.165516,   0.482234,  -0.856510,  -0.374001,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 18:45:00.000,-317377.292021,-190955.762713, -46170.620559,   0.484443,  -0.855163,  -0.373674,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 19:00:00.000,-316940.294076,-191724.804309, -46506.780453,   0.486649,  -0.853811,  -0.373345,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 19:15:00.000,-316501.313006,-192492.627317, -46842.643239,   0.488850,  -0.852455,  -0.373014,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 19:30:00.000,-316060.352557,-193259.227545, -47178.206961,   0.491048,  -0.851094,  -0.372680,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 19:45:00.000,-315617.416481,-194024.600818, -47513.469670,   0.493241,  -0.849729,  -0.372345,,,,,,,,,,,,,,,,,,,,
23 Feb 2019 20:00:00.000,-315172.508540,-194788.742970, -47848.429418,   0.495429,  -0.848358,  -0.372007,,,,,,,,,,,,,,,,,,,,
